"t","x","y","z","Absolute"
3.797851496E1,-1.224453735E-1,5.295088806E0,8.123457184E0,9.697603567E0
3.798855696E1,-2.079176331E-1,5.191653900E0,8.044720917E0,9.576744467E0
3.799859796E1,-3.635939026E-1,5.144202576E0,7.825127563E0,9.371640307E0
3.800863996E1,-3.451821899E-1,5.154980164E0,8.002059631E0,9.525015988E0
3.801868096E1,-6.167175293E-2,5.529501343E0,7.923323364E0,9.662206872E0
3.802872296E1,-2.820135498E-1,5.957311707E0,7.616760864E0,9.673889625E0
3.803876496E1,-3.218307495E-1,5.944887543E0,7.341932373E0,9.452472370E0
3.804880596E1,-2.329156494E-1,6.233188019E0,7.323820038E0,9.620042751E0
3.805884796E1,-2.544708252E-2,6.681505737E0,7.386988678E0,9.960460240E0
3.806888896E1,-1.315763855E-1,6.873256989E0,7.002288666E0,9.812798812E0
3.807893096E1,1.481918335E-1,6.622378693E0,6.981182556E0,9.623656802E0
3.808897196E1,-9.879455566E-3,6.702462158E0,6.971602478E0,9.670901597E0
3.809901396E1,1.990859985E-2,6.924600220E0,7.087461548E0,9.908713123E0
3.810905496E1,-5.224136353E-2,7.317832489E0,6.677164764E0,9.906459044E0
3.811909696E1,-1.495390320E-1,7.055727539E0,6.348148956E0,9.492346823E0
3.812913896E1,-1.164578247E-1,7.143295441E0,6.553072815E0,9.694482735E0
3.813917996E1,5.673202515E-2,7.374564514E0,6.420298920E0,9.777916880E0
3.814922196E1,3.353027344E-2,7.473508759E0,6.078260193E0,9.633260321E0
3.815926296E1,-6.406677246E-2,7.882009277E0,6.098617859E0,9.966108297E0
3.816930496E1,-2.011816406E-1,7.937394104E0,5.832471313E0,9.851924728E0
3.817934596E1,-1.643582153E-1,7.816744995E0,5.713319092E0,9.683518523E0
3.818938796E1,-3.053649902E-2,7.852370911E0,5.943989410E0,9.848434978E0
3.819942896E1,-4.655319214E-2,7.917186127E0,5.877826996E0,9.860672064E0
3.820947096E1,-1.110690308E-1,8.039032745E0,5.854176178E0,9.945338734E0
3.821951296E1,-6.945556641E-2,8.088430023E0,5.888305206E0,1.000498188E1
3.822955396E1,-3.188369751E-2,8.144114227E0,5.543422394E0,9.851758470E0
3.823959596E1,3.742218018E-2,8.235424347E0,4.968617706E0,9.618252258E0
3.824963696E1,7.229965210E-2,8.335117035E0,4.901108093E0,9.669553442E0
3.825967896E1,7.439529419E-2,8.349636841E0,4.919220428E0,9.691269249E0
3.826971996E1,2.245330811E-2,8.453221436E0,5.060975647E0,9.852458134E0
3.827976196E1,2.499801636E-2,8.562045135E0,4.848267975E0,9.839458530E0
3.828980396E1,3.273692322E-1,8.383466492E0,4.213587799E0,9.388503777E0
3.829984496E1,2.817141724E-1,8.516839142E0,4.155209198E0,9.480594671E0
3.830988696E1,5.313949585E-2,8.799002380E0,4.295467529E0,9.791644805E0
3.831992796E1,8.232879639E-2,8.841214600E0,4.120032349E0,9.754410294E0
3.832996996E1,2.034269714E-1,8.814420319E0,3.790567474E0,9.597071942E0
3.834001096E1,2.269281006E-1,8.852590942E0,3.738775177E0,9.612403580E0
3.835005296E1,1.612147522E-1,8.939111023E0,3.722010040E0,9.684371679E0
3.836009396E1,1.725910950E-1,8.979227600E0,3.559298401E0,9.660482446E0
3.837013596E1,3.134481812E-1,8.923543396E0,3.385360107E0,9.549269059E0
3.838017796E1,3.209326172E-1,8.978329468E0,3.135529633E0,9.515510699E0
3.839021896E1,3.183879089E-1,9.026080170E0,2.711910553E0,9.430055829E0
3.840026096E1,3.597019958E-1,9.043294373E0,2.699935455E0,9.444586285E0
3.841030196E1,2.183958435E-1,9.181157684E0,2.805915070E0,9.602838775E0
3.842034396E1,8.921447754E-2,9.305998077E0,2.712658997E0,9.693713338E0
3.843038496E1,-3.293151855E-2,9.435628510E0,2.622696075E0,9.793401072E0
3.844042696E1,-1.124162292E-1,9.532477112E0,2.574196930E0,9.874575795E0
3.845046796E1,-1.648072815E-1,9.599238281E0,2.519710236E0,9.925798542E0
3.846050996E1,-2.246827698E-1,9.671088867E0,2.467319183E0,9.983391517E0
3.847055196E1,-2.191442871E-1,9.654772797E0,2.280507660E0,9.922871417E0
3.848059296E1,5.224136353E-2,9.488917694E0,1.690883789E0,9.638535996E0
3.849063496E1,1.930984497E-1,9.492959290E0,1.305285645E0,9.584223166E0
3.850067596E1,-1.017883301E-2,9.677675171E0,1.587299194E0,9.806988276E0
3.851071796E1,-8.816665649E-2,9.723479919E0,1.784289551E0,9.886229023E0
3.852075896E1,-1.556762695E-1,9.687404938E0,1.483115845E0,9.801514278E0
3.853080096E1,-2.562670898E-1,9.665849762E0,1.336720276E0,9.761206152E0
3.854084296E1,-1.781295776E-1,9.686207428E0,1.343605957E0,9.780573677E0
3.855088396E1,-1.842668152E-1,9.746531982E0,1.203347626E0,9.822264782E0
3.856092596E1,-6.855743408E-2,9.729766846E0,9.415420532E-1,9.775457249E0
3.857096696E1,1.073268127E-1,9.646240540E0,9.627978516E-1,9.694764324E0
3.858100896E1,7.439529419E-2,9.673633575E0,7.128176880E-1,9.700145889E0
3.859104996E1,2.604583740E-2,9.740544434E0,5.842350769E-1,9.758084590E0
3.860109196E1,3.637435913E-2,9.729317780E0,5.884263611E-1,9.747163338E0
3.861113396E1,9.624984741E-2,9.701775055E0,5.448669434E-1,9.717539979E0
3.862117496E1,1.011895752E-1,9.701625366E0,4.122427368E-1,9.710907174E0
3.863121696E1,-1.781295776E-2,9.784403229E0,1.895059204E-1,9.786254459E0
3.864125796E1,-7.050338745E-2,9.831704865E0,1.315763855E-1,9.832838024E0
3.865129996E1,-6.661148071E-2,9.833800507E0,1.538800049E-1,9.835229969E0
3.866134096E1,-2.888992310E-2,9.826465759E0,3.592529297E-2,9.826573898E0
3.867138296E1,2.978805542E-2,9.780960388E0,-2.309696960E-1,9.783732439E0
3.868142396E1,1.008901978E-1,9.738748169E0,-4.275109863E-1,9.748649156E0
3.869146596E1,1.950444031E-1,9.671088867E0,-5.562432861E-1,9.689035493E0
3.870150796E1,2.528242493E-1,9.633966064E0,-5.893244934E-1,9.655284853E0
3.871154896E1,2.079176331E-1,9.680519257E0,-5.761518860E-1,9.699878031E0
3.872159096E1,1.233435059E-1,9.742191010E0,-3.944297791E-1,9.750952473E0
3.873163196E1,2.395019531E-3,9.836943970E0,-3.359014893E-1,9.842677594E0
3.874167396E1,-6.721023560E-2,9.887688446E0,-3.209326172E-1,9.893123762E0
3.875171496E1,-5.748046875E-2,9.855355682E0,-3.635939026E-1,9.862227951E0
3.876175696E1,1.122665405E-2,9.814340973E0,-4.275109863E-1,9.823654127E0
3.877179896E1,-2.529739380E-2,9.823771362E0,-5.626799011E-1,9.839905102E0
3.878183996E1,2.170486450E-2,9.794432373E0,-6.195616150E-1,9.814032464E0
3.879188196E1,4.340972900E-2,9.787397003E0,-6.586303711E-1,9.809628865E0
3.880192296E1,4.400848389E-2,9.772877197E0,-7.240443420E-1,9.799760490E0
3.881196496E1,5.598358154E-2,9.776918793E0,-7.485932922E-1,9.805695649E0
3.882200596E1,6.750961304E-2,9.770182800E0,-7.406597900E-1,9.798449185E0
3.883204796E1,3.936813354E-2,9.777816925E0,-7.788304138E-1,9.808864893E0
3.884208896E1,3.338058472E-2,9.794881439E0,-7.926017761E-1,9.826954475E0
3.885213096E1,1.227447510E-2,9.785451050E0,-7.949967957E-1,9.817699467E0
3.886217296E1,3.218307495E-2,9.790241089E0,-7.524851990E-1,9.819169532E0
3.887221396E1,2.739303589E-2,9.778864746E0,-7.191046143E-1,9.805307621E0
3.888225596E1,1.212478638E-2,9.798623657E0,-7.253915405E-1,9.825444798E0
3.889229696E1,5.688171387E-3,9.790989532E0,-7.773335266E-1,9.821800028E0
3.890233896E1,2.604583740E-2,9.787397003E0,-7.342231750E-1,9.814932611E0
3.891237996E1,3.487747192E-2,9.782606964E0,-6.800358582E-1,9.806276777E0
3.892242196E1,2.918930054E-2,9.780361633E0,-7.128176880E-1,9.806346657E0
3.893246396E1,5.822891235E-2,9.769284668E0,-7.015910339E-1,9.794618089E0
3.894250496E1,5.373825073E-2,9.785600739E0,-6.218069458E-1,9.805483848E0
3.895254696E1,8.831634521E-3,9.810000000E0,-5.965095520E-1,9.828122997E0
3.896258796E1,-9.879455566E-3,9.812245331E0,-5.878276062E-1,9.829842182E0
3.897262996E1,1.332229614E-2,9.797575836E0,-5.754034424E-1,9.814466815E0
3.898267096E1,4.101470947E-2,9.792187042E0,-5.511538696E-1,9.807771402E0
3.899271296E1,2.245330811E-2,9.802515564E0,-5.201683044E-1,9.816332849E0
3.900275496E1,1.781295776E-2,9.811197510E0,-4.658312988E-1,9.822266168E0
3.901279596E1,1.721420288E-2,9.817484436E0,-4.837939453E-1,9.829412676E0
3.902283796E1,4.340972900E-2,9.782906342E0,-5.816903687E-1,9.800280842E0
3.903287896E1,6.765930176E-2,9.775721283E0,-6.520440674E-1,9.797676554E0
3.904292096E1,7.394622803E-2,9.774972839E0,-6.036946106E-1,9.793876109E0
3.905296196E1,6.481521606E-2,9.784852295E0,-5.623805237E-1,9.801214583E0
3.906300396E1,2.469863892E-2,9.802216187E0,-5.740562439E-1,9.819042355E0
3.907304596E1,8.981323242E-3,9.809101868E0,-5.701643372E-1,9.825662700E0
3.908308696E1,2.784210205E-2,9.803114319E0,-5.649252319E-1,9.819417806E0
3.909312896E1,1.511856079E-2,9.801617432E0,-5.403762817E-1,9.816513606E0
3.910316996E1,-5.388793945E-3,9.805808716E0,-5.183720398E-1,9.819502186E0
3.911321196E1,-1.332229614E-2,9.812993774E0,-5.272036743E-1,9.827154625E0
3.912325296E1,6.586303711E-3,9.804311829E0,-5.174739075E-1,9.817960738E0
3.913329496E1,2.978805542E-2,9.800120544E0,-5.057981873E-1,9.813209558E0
3.914333596E1,3.772155762E-2,9.799372101E0,-4.915777588E-1,9.811766670E0
3.915337796E1,3.338058472E-2,9.802814941E0,-5.173242188E-1,9.816512588E0
3.916341996E1,6.661148071E-2,9.786798248E0,-5.266049194E-1,9.801182061E0
3.917346096E1,5.194198608E-2,9.798923035E0,-5.177732849E-1,9.812730496E0
3.918350296E1,2.948867798E-2,9.795629883E0,-5.177732849E-1,9.809348784E0
3.919354396E1,4.805007935E-2,9.789941711E0,-5.174739075E-1,9.803726168E0
3.920358596E1,3.173400879E-2,9.788594513E0,-5.358856201E-1,9.803303677E0
3.921362696E1,2.888992310E-2,9.798923035E0,-5.620811462E-1,9.815073229E0
3.922366896E1,3.607498169E-2,9.791737976E0,-5.797444153E-1,9.808951911E0
3.923371096E1,1.526824951E-2,9.791737976E0,-5.978567505E-1,9.809984628E0
3.924375196E1,1.362167358E-2,9.806706848E0,-5.845344543E-1,9.824121604E0
3.925379396E1,2.245330811E-3,9.812844086E0,-5.679190063E-1,9.829264779E0
3.926383496E1,1.032852173E-2,9.804012451E0,-5.688171387E-1,9.820505066E0
3.927387696E1,2.903961182E-2,9.790839844E0,-5.510041809E-1,9.806375159E0
3.928391796E1,2.080673218E-2,9.795480194E0,-5.342390442E-1,9.810059965E0
3.929395996E1,1.496887207E-3,9.811646576E0,-5.343887329E-1,9.826188584E0
3.930400196E1,1.451980591E-2,9.804461517E0,-5.194198608E-1,9.818221502E0
3.931404296E1,2.933898926E-2,9.788594513E0,-5.379812622E-1,9.803410996E0
3.932408496E1,2.320175171E-2,9.787995758E0,-5.496569824E-1,9.803444399E0
3.933412596E1,3.517684937E-2,9.780511322E0,-5.219645691E-1,9.794492643E0
3.934416796E1,3.053649902E-2,9.790241089E0,-5.180726624E-1,9.803986553E0
3.935420896E1,2.589614868E-2,9.802814941E0,-5.367837524E-1,9.817534730E0
3.936425096E1,3.338058472E-2,9.790839844E0,-5.453160095E-1,9.806071010E0
3.937429296E1,3.397933960E-2,9.793085175E0,-5.471122742E-1,9.808414942E0
3.938433396E1,3.757186890E-2,9.787397003E0,-5.492079163E-1,9.802865962E0
3.939437596E1,1.601669312E-2,9.800868988E0,-5.545967102E-1,9.816560852E0
3.940441696E1,7.185058594E-3,9.800270233E0,-5.369334412E-1,9.814970493E0
3.941445896E1,1.212478638E-2,9.807305603E0,-5.227130127E-1,9.821233074E0
3.942449996E1,7.334747314E-3,9.801467743E0,-4.935237122E-1,9.813887577E0
3.943454196E1,8.981323242E-3,9.798174591E0,-4.852908325E-1,9.810189253E0
3.944458396E1,1.601669312E-2,9.798773346E0,-5.188211060E-1,9.812511960E0
3.945462496E1,2.724334717E-2,9.802365875E0,-4.864883423E-1,9.814468394E0
3.946466696E1,3.128494263E-2,9.796078949E0,-4.761598206E-1,9.807694413E0
3.947470796E1,1.526824951E-2,9.806407471E0,-4.722679138E-1,9.817784759E0
3.948474996E1,2.275268555E-2,9.798923035E0,-4.619393921E-1,9.809831718E0
3.949479096E1,3.098556519E-2,9.804461517E0,-4.917274475E-1,9.816833585E0
3.950483296E1,4.460723877E-2,9.784103851E0,-4.921765137E-1,9.796576734E0
3.951487396E1,4.640350342E-2,9.780661011E0,-4.725672913E-1,9.792180704E0
3.952491596E1,3.263214111E-2,9.802814941E0,-4.568499756E-1,9.813508931E0
3.953495796E1,2.574645996E-2,9.802515564E0,-4.631369019E-1,9.813484093E0
3.954499896E1,3.068618774E-2,9.807455292E0,-4.408332825E-1,9.817405713E0
3.955504096E1,2.888992310E-2,9.802665253E0,-4.258644104E-1,9.811953994E0
3.956508196E1,3.128494263E-2,9.806407471E0,-4.204756165E-1,9.815467690E0
3.957512396E1,2.035766602E-2,9.806108093E0,-4.420307922E-1,9.816086878E0
3.958516496E1,2.035766602E-2,9.793534241E0,-4.602928162E-1,9.804366213E0
3.959520696E1,3.667373657E-2,9.800270233E0,-4.505630493E-1,9.810690530E0
3.960524896E1,3.607498169E-2,9.796078949E0,-4.441264343E-1,9.806207854E0
3.961528996E1,3.951782227E-2,9.789342957E0,-4.255650330E-1,9.798668419E0
3.962533196E1,3.068618774E-2,9.790690155E0,-4.068539429E-1,9.799188001E0
3.963537296E1,2.215393066E-2,9.801617432E0,-3.784130859E-1,9.808944466E0
3.964541496E1,1.541793823E-2,9.802066498E0,-3.721261597E-1,9.809139780E0
3.965545596E1,8.981323242E-3,9.805659027E0,-3.989204407E-1,9.813774357E0
3.966549796E1,1.437011719E-2,9.797725525E0,-4.272116089E-1,9.807045514E0
3.967553996E1,5.239105225E-3,9.808652802E0,-4.809498596E-1,9.820438381E0
3.968558096E1,-1.227447510E-2,9.812844086E0,-4.745132446E-1,9.824317917E0
3.969562296E1,6.885681152E-3,9.805659027E0,-4.438270569E-1,9.815700628E0
3.970566396E1,5.388793945E-3,9.806856537E0,-4.430786133E-1,9.816862168E0
3.971570288E1,3.233276367E-2,9.782457275E0,-4.279600525E-1,9.791867317E0
3.972574388E1,4.176315308E-2,9.782756653E0,-3.588038635E-1,9.789423482E0
3.973578588E1,3.712280273E-2,9.789043579E0,-3.424877930E-1,9.795103378E0
3.974582788E1,5.598358154E-2,9.783355408E0,-3.403921509E-1,9.789435326E0
3.975586887E1,3.592529297E-2,9.789492645E0,-3.261717224E-1,9.794990805E0
3.976591088E1,2.110610962E-2,9.785451050E0,-2.682421875E-1,9.789149687E0
3.977595188E1,4.775070190E-2,9.780062256E0,-2.350112915E-1,9.783002002E0
3.978599388E1,6.870712280E-2,9.778565369E0,-1.604663086E-1,9.780123249E0
3.979603488E1,4.131408691E-2,9.788594513E0,-1.371148682E-1,9.789641969E0
3.980607688E1,-4.101470947E-2,9.804910583E0,-1.121168518E-1,9.805637355E0
3.981611888E1,-6.316864014E-2,9.789342957E0,-9.400451660E-2,9.789998092E0
3.982615987E1,1.362167358E-2,9.767338715E0,3.218307495E-2,9.767401234E0
3.983620188E1,-3.502716064E-2,9.780661011E0,1.134640503E-1,9.781381845E0
3.984624288E1,-4.161346436E-2,9.767488403E0,1.935475159E-1,9.769494461E0
3.985628488E1,-6.077362061E-2,9.760303345E0,2.707868958E-1,9.764248069E0
3.986632588E1,-5.688171387E-2,9.752818909E0,2.606080627E-1,9.756465997E0
3.987636788E1,-1.122665405E-2,9.731263733E0,3.761677551E-1,9.738537984E0
3.988640888E1,9.430389404E-3,9.713450775E0,5.230123901E-1,9.727525731E0
3.989645087E1,-3.308120728E-2,9.705367584E0,5.945635986E-1,9.723618677E0
3.990649288E1,1.871109009E-2,9.664951630E0,6.807843018E-1,9.688916729E0
3.991653388E1,4.194277954E-1,9.572294312E0,8.393046570E-1,9.618168764E0
3.992657588E1,-2.073188782E-1,9.703721008E0,1.193318481E0,9.779017922E0
3.993661688E1,-1.017883301E-2,9.589059448E0,1.329535217E0,9.680796899E0
3.994665888E1,1.490899658E-1,9.476493530E0,1.696422272E0,9.628291955E0
3.995669988E1,3.353027344E-2,9.558223572E0,1.315763855E0,9.648419386E0
3.996674187E1,-9.804611206E-2,9.546248474E0,1.454674988E0,9.656943217E0
3.997678388E1,-1.916015625E-2,9.452842712E0,1.964814148E0,9.654900160E0
3.998682488E1,2.529739380E-2,9.442214813E0,2.111209717E0,9.675394928E0
3.999686688E1,3.697311401E-2,9.404942322E0,1.993554382E0,9.613977645E0
4.000690788E1,7.544311523E-2,9.350755005E0,2.154170380E0,9.595976284E0
4.001694988E1,-9.280700684E-3,9.336384888E0,2.526146851E0,9.672103536E0
4.002699088E1,3.981719971E-2,9.210646362E0,2.765050049E0,9.616813068E0
4.003703287E1,7.259902954E-2,9.215586090E0,2.739004211E0,9.614283212E0
4.004707488E1,5.119354248E-2,9.135053558E0,3.141367493E0,9.660228466E0
4.005711588E1,4.340972900E-2,9.024882660E0,3.423979797E0,9.652669531E0
4.006715788E1,2.005828857E-2,8.909322968E0,3.690425720E0,9.643426781E0
4.007719888E1,-6.930587769E-2,8.856931915E0,3.814517670E0,9.643681419E0
4.008724088E1,-8.756790161E-2,8.760981445E0,3.913910980E0,9.595893037E0
4.009728188E1,-8.936416626E-2,8.683292999E0,4.048181763E0,9.580988407E0
4.010732387E1,2.859054565E-2,8.530610504E0,4.235741730E0,9.524370898E0
4.011736588E1,1.047821045E-1,8.368048553E0,4.534520416E0,9.518250432E0
4.012740688E1,1.456471252E-1,8.263416138E0,4.666396179E0,9.491075421E0
4.013744888E1,1.194515991E-1,8.234226837E0,4.791386261E0,9.527546515E0
4.014748988E1,1.227447510E-1,8.198900299E0,5.049150238E0,9.629691091E0
4.015753188E1,5.074447632E-2,7.988587646E0,5.388494568E0,9.636180846E0
4.016757288E1,-1.407073975E-2,7.831863556E0,5.599705353E0,9.627823471E0
4.017761487E1,-1.094224548E-1,7.614814911E0,5.918093262E0,9.644750243E0
4.018765688E1,-7.604187012E-2,7.510631561E0,6.031707001E0,9.633112589E0
4.019769788E1,5.074447632E-2,7.476951599E0,6.024971008E0,9.602481756E0
4.020773988E1,9.610015869E-2,7.342231750E0,6.151607666E0,9.579137706E0
4.021778088E1,1.261875916E-1,7.165299683E0,6.306236115E0,9.545996898E0
4.022782288E1,5.703140259E-2,7.090006256E0,6.517297211E0,9.630503841E0
4.023786388E1,-1.984872437E-1,7.275320892E0,6.704258423E0,9.895290409E0
4.024790587E1,-4.578977966E-1,7.502997437E0,6.713090057E0,1.007820515E1
4.025794788E1,-3.896397400E-1,7.471562805E0,6.877597961E0,1.016255005E1
4.026798888E1,-3.192860413E-1,7.241042175E0,7.095544739E0,1.014304641E1
4.027803088E1,-2.146536255E-1,7.067702637E0,7.097790070E0,1.001883829E1
4.028807188E1,-1.974394226E-1,6.554270325E0,7.347919922E0,9.848318079E0
4.029811388E1,-6.436614990E-2,6.370602264E0,7.501201172E0,9.841581948E0
4.030815488E1,-9.205856323E-2,6.314768372E0,7.597451019E0,9.879576730E0
4.031819687E1,-1.884580994E-1,6.228547668E0,7.770940247E0,9.960814968E0
4.032823888E1,-1.654060364E-1,6.135291595E0,7.957003326E0,1.004903299E1
4.033827988E1,-9.610015869E-2,6.004014587E0,8.056845703E0,1.004839236E1
4.034832188E1,-1.582209778E-1,5.795049133E0,8.144862671E0,9.997320454E0
4.035836288E1,-2.252815247E-1,5.693410492E0,8.179889832E0,9.968764841E0
4.036840488E1,-1.853146362E-1,5.573060760E0,8.237220612E0,9.947117731E0
4.037844588E1,-1.242416382E-1,5.425317993E0,8.309520264E0,9.924597640E0
4.038848787E1,-4.969665527E-2,5.325924683E0,8.352630615E0,9.906279911E0
4.039852988E1,9.969268799E-2,5.218897247E0,8.327931976E0,9.828594921E0
4.040857088E1,1.679507446E-1,4.928052063E0,8.425079956E0,9.761960707E0
4.041861288E1,1.287322998E-1,4.722379761E0,8.528814240E0,9.749775123E0
4.042865388E1,1.011895752E-1,4.661905518E0,8.515342255E0,9.708483718E0
4.043869588E1,1.118174744E-1,4.625830536E0,8.642727356E0,9.803445692E0
4.044873688E1,8.532257080E-2,4.623136139E0,8.613538055E0,9.776180519E0
4.045877887E1,1.437011719E-2,4.638853455E0,8.621471558E0,9.790247172E0
4.046882088E1,-1.432521057E-1,4.630171509E0,8.655151520E0,9.816855769E0
4.047886188E1,-2.155517578E-1,4.519551544E0,8.698710938E0,9.805120126E0
4.048890388E1,-2.665956116E-1,4.533173218E0,8.725355530E0,9.836288007E0
4.049894488E1,-2.591111755E-1,4.532873840E0,8.822952576E0,9.922629491E0
4.050898688E1,-1.848655701E-1,4.214785309E0,8.944200439E0,9.889252347E0
4.051902788E1,-3.062631226E-1,4.073479156E0,9.110354919E0,9.984267439E0
4.052906987E1,-3.224295044E-1,4.026776276E0,9.237590332E0,1.008225982E1
4.053911188E1,-2.100132751E-1,3.871998138E0,9.228459320E0,1.001004179E1
4.054915288E1,-2.022294617E-1,3.725452881E0,9.220974884E0,9.947174158E0
4.055919488E1,-2.031275940E-1,3.608995056E0,9.235195312E0,9.917405840E0
4.056923588E1,-6.451583862E-2,3.529061279E0,9.241033173E0,9.892175186E0
4.057927788E1,-8.367599487E-2,3.433260498E0,9.246721344E0,9.863880318E0
4.058931888E1,-1.197509766E-1,3.353027344E0,9.312584381E0,9.898553456E0
4.059936087E1,-1.167572021E-2,3.279979248E0,9.426198120E0,9.980561667E0
4.060940288E1,4.385879517E-2,3.200943604E0,9.513766022E0,1.003791350E1
4.061944388E1,-7.035369873E-3,3.095113678E0,9.461524658E0,9.954909695E0
4.062948588E1,-6.960525513E-2,3.011138306E0,9.437424774E0,9.906401221E0
4.063952688E1,-1.826202393E-2,2.900518341E0,9.515113220E0,9.947397637E0
4.064956888E1,9.729766846E-3,2.797682190E0,9.485325165E0,9.889313110E0
4.065960988E1,-1.945953369E-3,2.737357635E0,9.420360260E0,9.810011113E0
4.066965187E1,-4.984634399E-2,2.709814911E0,9.487420807E0,9.866951661E0
4.067969388E1,-1.136137390E-1,2.700683899E0,9.537416840E0,9.913068222E0
4.068973488E1,-1.923500061E-1,2.681074677E0,9.545350342E0,9.916595842E0
4.069977688E1,-2.167492676E-1,2.670147400E0,9.552236023E0,9.920780232E0
4.070981821E1,-1.691482544E-1,2.582429810E0,9.613159332E0,9.955419991E0
4.071986021E1,-1.445993042E-1,2.455344086E0,9.636959839E0,9.945884499E0
4.072990121E1,-1.345701599E-1,2.366878052E0,9.676028595E0,9.962216129E0
4.073994321E1,-1.713935852E-1,2.312690735E0,9.728419647E0,1.000100310E1
4.074998521E1,-1.895059204E-1,2.258653107E0,9.762848053E0,1.002250610E1
4.076002621E1,-2.044747925E-1,2.237397308E0,9.743089142E0,9.998777059E0
4.077006821E1,-1.184037781E-1,2.227068787E0,9.720935211E0,9.973486663E0
4.078010921E1,1.496887207E-4,2.150727539E0,9.661209412E0,9.897706616E0
4.079015121E1,2.095642090E-3,2.042352905E0,9.611961823E0,9.826546690E0
4.080019221E1,2.963836670E-2,1.897304535E0,9.624835052E0,9.810101565E0
4.081023421E1,-1.362167358E-2,1.913021851E0,9.591753845E0,9.780673800E0
4.082027621E1,-7.918533325E-2,1.924996948E0,9.590556335E0,9.782160006E0
4.083031721E1,-3.742218018E-3,1.817221069E0,9.653874664E0,9.823421118E0
4.084035921E1,2.260299683E-2,1.775757294E0,9.679321747E0,9.840888900E0
4.085040021E1,-1.642085266E-1,1.870959320E0,9.687404938E0,9.867789400E0
4.086044221E1,-2.417472839E-1,1.853745117E0,9.688452759E0,9.867164211E0
4.087048321E1,-1.493893433E-1,1.726210327E0,9.686207428E0,9.839955976E0
4.088052521E1,-4.370910645E-2,1.639241180E0,9.728269958E0,9.865508528E0
4.089056721E1,-1.119671631E-1,1.625769196E0,9.775571594E0,9.910472346E0
4.090060821E1,-1.489402771E-1,1.568139038E0,9.779164124E0,9.905215505E0
4.091065021E1,-1.441502380E-1,1.511107635E0,9.705217896E0,9.823211286E0
4.092069121E1,-1.978884888E-1,1.467099152E0,9.696086884E0,9.808447412E0
4.093073321E1,-2.273771667E-1,1.422940979E0,9.742191010E0,9.848184963E0
4.094077421E1,-1.748364258E-1,1.390907593E0,9.776020660E0,9.876020031E0
4.095081621E1,-8.906478882E-2,1.394200745E0,9.807455292E0,9.906457871E0
4.096085821E1,-3.757186890E-2,1.340163116E0,9.793384552E0,9.884727098E0
4.097089921E1,-7.364685059E-2,1.263522491E0,9.760303345E0,9.842023894E0
4.098094121E1,-7.050338745E-2,1.173110504E0,9.781858521E0,9.852203566E0
4.099098221E1,-5.149291992E-2,1.123264160E0,9.781409454E0,9.845828802E0
4.100102421E1,-5.553451538E-2,1.031055908E0,9.716594238E0,9.771303084E0
4.101106521E1,-9.595046997E-2,9.342073059E-1,9.657766571E0,9.703319274E0
4.102110721E1,-6.646179199E-2,8.852590942E-1,9.727820892E0,9.768244476E0
4.103114921E1,-2.619552612E-2,9.704319763E-1,9.829459534E0,9.877281972E0
4.104119021E1,-6.616241455E-2,9.382489014E-1,9.928104401E0,9.972559624E0
4.105123221E1,-1.002914429E-1,8.747808838E-1,9.908195801E0,9.947243035E0
4.106127321E1,-6.526428223E-2,9.017248535E-1,9.850715332E0,9.892116037E0
4.107131521E1,-2.020797729E-2,9.376501465E-1,9.857301636E0,9.901817596E0
4.108135621E1,-1.079255676E-1,8.511300659E-1,9.846524048E0,9.883830540E0
4.109139821E1,-1.445993042E-1,7.924520874E-1,9.810748444E0,9.843763218E0
4.110144021E1,-8.607101440E-2,7.976911926E-1,9.800419922E0,9.833206502E0
4.111148121E1,-6.511459351E-2,7.860154724E-1,9.779014435E0,9.810768754E0
4.112152321E1,-1.486408997E-1,6.667135620E-1,9.782606964E0,9.806426470E0
4.113156421E1,-1.213975525E-1,6.007008362E-1,9.806856537E0,9.825986668E0
4.114160621E1,-5.568420410E-2,6.312373352E-1,9.892927551E0,9.913202149E0
4.115164721E1,-5.972579956E-2,6.794371033E-1,1.002091141E1,1.004409615E1
4.116168921E1,-1.074765015E-1,5.381309509E-1,1.008857071E1,1.010348430E1
4.117173121E1,-8.337661743E-2,4.742138672E-1,1.007524841E1,1.008674680E1
4.118177221E1,-4.595443726E-2,4.577481079E-1,1.011207184E1,1.012253140E1
4.119181421E1,-6.301895142E-2,4.429289246E-1,1.011805939E1,1.012794565E1
4.120185521E1,-4.909790039E-2,4.480183411E-1,1.010009674E1,1.011014764E1
4.121189721E1,-1.082249451E-1,4.620890808E-1,9.945767670E0,9.957084588E0
4.122193821E1,-1.405577087E-1,4.558021545E-1,9.789193268E0,9.800806952E0
4.123198021E1,-1.181044006E-1,4.387376404E-1,9.662556610E0,9.673233152E0
4.124202221E1,-1.360670471E-1,3.761677551E-1,9.611512756E0,9.619833361E0
4.125206321E1,-2.031275940E-1,3.453318787E-1,9.569150848E0,9.577534280E0
4.126210521E1,-2.113604736E-1,3.674858093E-1,9.585766296E0,9.595135984E0
4.127214621E1,-1.475930786E-1,3.725752258E-1,9.647138672E0,9.655458589E0
4.128218821E1,-1.330732727E-1,3.528163147E-1,9.671687622E0,9.679035557E0
